ID,orbit,scene,tile,time_UTC
US-HB3,3438,13,17SPS,2019-02-12 22:51:38
US-xLE,3449,8,16SCA,2019-02-13 15:27:26
US-xDL,3449,9,16SDB,2019-02-13 15:28:18
US-xTA,3449,9,16SDB,2019-02-13 15:28:18
US-xRN,3449,10,16SGE,2019-02-13 15:29:10
US-xGR,3449,10,17SKV,2019-02-13 15:29:10
US-xML,3449,11,17SNB,2019-02-13 15:30:02
US-JRn,3449,11,17SND,2019-02-13 15:30:02
US-xBL,3449,12,17SQD,2019-02-13 15:30:54
US-xSC,3449,12,17SQD,2019-02-13 15:30:54
US-UC2,3449,12,17TQF,2019-02-13 15:30:54
US-UC1,3449,12,17TQF,2019-02-13 15:30:54
US-xHA,3449,13,18TYN,2019-02-13 15:31:46
US-Ha2,3449,13,18TYN,2019-02-13 15:31:46
US-HBK,3449,14,18TYP,2019-02-13 15:32:38
US-PHM,3449,14,19TCH,2019-02-13 15:32:38
US-Bar,3449,14,19TCJ,2019-02-13 15:32:38
US-xBR,3449,14,19TCJ,2019-02-13 15:32:38
US-Ho2,3449,15,19TEL,2019-02-13 15:33:30
US-Ho1,3449,15,19TEL,2019-02-13 15:33:30
US-MtB,3450,2,12SWA,2019-02-13 17:00:11
US-Vcp,3450,4,13SCV,2019-02-13 17:01:54
US-Vcs,3450,4,13SCV,2019-02-13 17:01:54
US-Vcm,3450,4,13SCV,2019-02-13 17:01:54
US-xNW,3450,5,13TDE,2019-02-13 17:02:46
US-NR3,3450,5,13TDE,2019-02-13 17:02:46
US-xRM,3450,5,13TDE,2019-02-13 17:02:46
US-NR4,3450,5,13TDE,2019-02-13 17:02:46
US-xCP,3450,5,13TEF,2019-02-13 17:02:46
US-xSL,3450,6,13TFE,2019-02-13 17:03:38
US-Ro4,3450,8,15TVK,2019-02-13 17:05:22
US-PFb,3450,9,15TYL,2019-02-13 17:06:14
US-PFg,3450,9,15TYL,2019-02-13 17:06:14
US-PFc,3450,9,15TYL,2019-02-13 17:06:14
US-xST,3450,9,15TYL,2019-02-13 17:06:14
US-PFd,3450,9,15TYL,2019-02-13 17:06:14
US-PFs,3450,9,15TYL,2019-02-13 17:06:14
US-PFm,3450,9,15TYL,2019-02-13 17:06:14
US-PFh,3450,9,15TYL,2019-02-13 17:06:14
US-PFr,3450,9,15TYL,2019-02-13 17:06:14
US-PFL,3450,9,15TYL,2019-02-13 17:06:14
US-xTR,3450,9,15TYL,2019-02-13 17:06:14
US-PFi,3450,9,15TYL,2019-02-13 17:06:14
US-PFq,3450,9,15TYL,2019-02-13 17:06:14
US-PFt,3450,9,15TYL,2019-02-13 17:06:14
US-PFj,3450,9,15TYL,2019-02-13 17:06:14
US-WCr,3450,9,15TYL,2019-02-13 17:06:14
US-PFp,3450,9,15TYL,2019-02-13 17:06:14
US-PFn,3450,9,15TYL,2019-02-13 17:06:14
US-PFk,3450,9,15TYL,2019-02-13 17:06:14
US-xUN,3450,9,15TYM,2019-02-13 17:06:14
US-TrB,3450,9,15TYM,2019-02-13 17:06:14
US-Los,3450,9,15TYM,2019-02-13 17:06:14
US-PFe,3450,9,15TYM,2019-02-13 17:06:14
US-TrS,3450,9,15TYM,2019-02-13 17:06:14
US-Syv,3450,9,15TYM,2019-02-13 17:06:14
US-Me2,3451,3,10TFQ,2019-02-13 18:37:14
US-Me6,3451,3,10TFQ,2019-02-13 18:37:14
US-CF1,3451,4,11TMM,2019-02-13 18:38:05
US-CF4,3451,4,11TMM,2019-02-13 18:38:05
US-CF2,3451,4,11TMM,2019-02-13 18:38:05
US-CF3,3451,4,11TMM,2019-02-13 18:38:05
US-Rls,3451,4,11TNH,2019-02-13 18:38:05
US-Rwf,3451,4,11TNH,2019-02-13 18:38:05
US-Rws,3451,4,11TNH,2019-02-13 18:38:05
US-Rms,3451,4,11TNH,2019-02-13 18:38:05
US-BMM,3451,5,12TWR,2019-02-13 18:38:57
US-Ho2,3452,11,19TEL,2019-02-13 20:23:49
US-Ho1,3452,11,19TEL,2019-02-13 20:23:49
US-xNG,3453,6,14TLS,2019-02-13 21:54:50
US-xWD,3453,6,14TMT,2019-02-13 21:54:50
US-xDC,3453,6,14TMT,2019-02-13 21:54:50
US-Ro4,3453,8,15TVK,2019-02-13 21:56:34
US-PFb,3453,8,15TYL,2019-02-13 21:56:34
US-PFg,3453,8,15TYL,2019-02-13 21:56:34
US-PFc,3453,8,15TYL,2019-02-13 21:56:34
US-PFd,3453,8,15TYL,2019-02-13 21:56:34
US-PFs,3453,8,15TYL,2019-02-13 21:56:34
US-PFm,3453,8,15TYL,2019-02-13 21:56:34
US-PFh,3453,8,15TYL,2019-02-13 21:56:34
US-PFr,3453,8,15TYL,2019-02-13 21:56:34
US-PFL,3453,8,15TYL,2019-02-13 21:56:34
US-PFi,3453,8,15TYL,2019-02-13 21:56:34
US-PFq,3453,8,15TYL,2019-02-13 21:56:34
US-PFt,3453,8,15TYL,2019-02-13 21:56:34
US-PFj,3453,8,15TYL,2019-02-13 21:56:34
US-WCr,3453,8,15TYL,2019-02-13 21:56:34
US-PFp,3453,8,15TYL,2019-02-13 21:56:34
US-PFn,3453,8,15TYL,2019-02-13 21:56:34
US-PFk,3453,8,15TYL,2019-02-13 21:56:34
US-xUN,3453,8,15TYM,2019-02-13 21:56:34
US-TrB,3453,8,15TYM,2019-02-13 21:56:34
US-Los,3453,8,15TYM,2019-02-13 21:56:34
US-PFe,3453,8,15TYM,2019-02-13 21:56:34
US-TrS,3453,8,15TYM,2019-02-13 21:56:34
US-Syv,3453,8,15TYM,2019-02-13 21:56:34
US-DFC,3453,9,15TYJ,2019-02-13 21:57:26
US-CS5,3453,9,15TYJ,2019-02-13 21:57:26
US-CC2,3453,9,15TYJ,2019-02-13 21:57:26
US-DFK,3453,9,15TYJ,2019-02-13 21:57:26
US-CC1,3453,9,15TYJ,2019-02-13 21:57:26
US-xST,3453,9,15TYL,2019-02-13 21:57:26
US-xTR,3453,9,15TYL,2019-02-13 21:57:26
US-KM4,3453,10,16TFN,2019-02-13 21:58:18
US-JRn,3453,11,17SND,2019-02-13 21:59:10
US-Mi1,3453,11,17TNG,2019-02-13 21:59:10
US-Mi3,3453,11,17TNG,2019-02-13 21:59:10
US-xBL,3453,12,17SQD,2019-02-13 22:00:02
US-xSC,3453,12,17SQD,2019-02-13 22:00:02
US-UC2,3453,12,17TQF,2019-02-13 22:00:02
US-UC1,3453,12,17TQF,2019-02-13 22:00:02
US-xSE,3453,12,18SUJ,2019-02-13 22:00:02
US-NC3,3453,13,18SUE,2019-02-13 22:00:54
US-NC2,3453,13,18SUE,2019-02-13 22:00:54
US-NC4,3453,13,18SVE,2019-02-13 22:00:54
US-xWR,3454,3,10TER,2019-02-13 23:28:26
US-CF1,3454,3,11TMM,2019-02-13 23:28:26
US-CF4,3454,3,11TMM,2019-02-13 23:28:26
US-CF2,3454,3,11TMM,2019-02-13 23:28:26
US-CF3,3454,3,11TMM,2019-02-13 23:28:26
US-xYE,3454,5,12TWQ,2019-02-13 23:30:10
US-BMM,3454,5,12TWR,2019-02-13 23:30:10
US-xNW,3454,7,13TDE,2019-02-13 23:31:54
US-NR3,3454,7,13TDE,2019-02-13 23:31:54
US-xRM,3454,7,13TDE,2019-02-13 23:31:54
US-NR4,3454,7,13TDE,2019-02-13 23:31:54
US-xCP,3454,7,13TEF,2019-02-13 23:31:54
US-xSL,3454,7,13TFE,2019-02-13 23:31:54
US-xAE,3454,9,14SME,2019-02-13 23:33:38
US-ARM,3454,9,14SPF,2019-02-13 23:33:38
US-xCL,3454,10,14SPC,2019-02-13 23:34:30
US-EDN,3455,20,10SEG,2019-02-14 01:05:29
US-Wkg,3465,2,12SWA,2019-02-14 16:09:26
US-Whs,3465,2,12SWA,2019-02-14 16:09:26
US-CMW,3465,2,12SWA,2019-02-14 16:09:26
US-xJR,3465,2,13SCS,2019-02-14 16:09:26
US-xJR,3465,3,13SCS,2019-02-14 16:10:18
US-Jo2,3465,3,13SCS,2019-02-14 16:10:18
US-Jo1,3465,3,13SCS,2019-02-14 16:10:18
US-Seg,3465,3,13SCU,2019-02-14 16:10:18
US-Mpj,3465,3,13SCU,2019-02-14 16:10:18
US-Ses,3465,3,13SCU,2019-02-14 16:10:18
US-Wjs,3465,3,13SDU,2019-02-14 16:10:18
US-xKZ,3465,6,14SQJ,2019-02-14 16:12:54
US-xKA,3465,6,14SQJ,2019-02-14 16:12:54
US-xUK,3465,6,15SUD,2019-02-14 16:12:54
US-DFC,3465,8,15TYJ,2019-02-14 16:14:38
US-CS5,3465,8,15TYJ,2019-02-14 16:14:38
US-CC2,3465,8,15TYJ,2019-02-14 16:14:38
US-DFK,3465,8,15TYJ,2019-02-14 16:14:38
US-CC1,3465,8,15TYJ,2019-02-14 16:14:38
US-xST,3465,8,15TYL,2019-02-14 16:14:38
US-xTR,3465,8,15TYL,2019-02-14 16:14:38
US-UMd,3465,9,16TFR,2019-02-14 16:15:30
US-UMB,3465,9,16TFR,2019-02-14 16:15:30
US-EDN,3466,3,10SEG,2019-02-14 17:44:45
US-Rls,3466,5,11TNH,2019-02-14 17:46:29
US-Rwf,3466,5,11TNH,2019-02-14 17:46:29
US-Rws,3466,5,11TNH,2019-02-14 17:46:29
US-Rms,3466,5,11TNH,2019-02-14 17:46:29
US-xYE,3466,7,12TWQ,2019-02-14 17:48:13
US-BMM,3466,7,12TWR,2019-02-14 17:48:13
US-xNG,3466,9,14TLS,2019-02-14 17:49:57
US-xWD,3466,9,14TMT,2019-02-14 17:49:57
US-xDC,3466,9,14TMT,2019-02-14 17:49:57
US-PFb,3468,7,15TYL,2019-02-14 21:04:58
US-PFg,3468,7,15TYL,2019-02-14 21:04:58
US-PFc,3468,7,15TYL,2019-02-14 21:04:58
US-PFd,3468,7,15TYL,2019-02-14 21:04:58
US-PFs,3468,7,15TYL,2019-02-14 21:04:58
US-PFm,3468,7,15TYL,2019-02-14 21:04:58
US-PFh,3468,7,15TYL,2019-02-14 21:04:58
US-PFr,3468,7,15TYL,2019-02-14 21:04:58
US-PFL,3468,7,15TYL,2019-02-14 21:04:58
US-PFi,3468,7,15TYL,2019-02-14 21:04:58
US-PFq,3468,7,15TYL,2019-02-14 21:04:58
US-PFt,3468,7,15TYL,2019-02-14 21:04:58
US-PFj,3468,7,15TYL,2019-02-14 21:04:58
US-PFp,3468,7,15TYL,2019-02-14 21:04:58
US-PFn,3468,7,15TYL,2019-02-14 21:04:58
US-PFk,3468,7,15TYL,2019-02-14 21:04:58
US-PFe,3468,7,15TYM,2019-02-14 21:04:58
US-xST,3468,8,15TYL,2019-02-14 21:05:50
US-xTR,3468,8,15TYL,2019-02-14 21:05:50
US-WCr,3468,8,15TYL,2019-02-14 21:05:50
US-xUN,3468,8,15TYM,2019-02-14 21:05:50
US-TrB,3468,8,15TYM,2019-02-14 21:05:50
US-Los,3468,8,15TYM,2019-02-14 21:05:50
US-TrS,3468,8,15TYM,2019-02-14 21:05:50
US-Syv,3468,8,15TYM,2019-02-14 21:05:50
US-UMd,3468,9,16TFR,2019-02-14 21:06:41
US-UMB,3468,9,16TFR,2019-02-14 21:06:41
US-Mi1,3468,10,17TNG,2019-02-14 21:07:33
US-Mi3,3468,10,17TNG,2019-02-14 21:07:33
CA-Cbo,3468,10,17TNK,2019-02-14 21:07:33
US-UC2,3468,11,17TQF,2019-02-14 21:08:25
US-UC1,3468,11,17TQF,2019-02-14 21:08:25
US-CF1,3469,4,11TMM,2019-02-14 22:37:42
US-CF4,3469,4,11TMM,2019-02-14 22:37:42
US-CF2,3469,4,11TMM,2019-02-14 22:37:42
US-CF3,3469,4,11TMM,2019-02-14 22:37:42
US-xYE,3469,5,12TWQ,2019-02-14 22:38:34
US-BMM,3469,5,12TWR,2019-02-14 22:38:34
US-xKZ,3469,9,14SQJ,2019-02-14 22:42:02
US-xKA,3469,9,14SQJ,2019-02-14 22:42:02
US-xUK,3469,9,15SUD,2019-02-14 22:42:02
US-MOz,3469,10,15SWC,2019-02-14 22:42:54
US-xLE,3469,12,16SCA,2019-02-14 22:44:38
US-xDL,3469,12,16SDB,2019-02-14 22:44:38
US-xTA,3469,12,16SDB,2019-02-14 22:44:38
US-xJE,3469,13,16RGV,2019-02-14 22:45:30
US-SP1,3469,14,17RLN,2019-02-14 22:46:22
US-xSB,3469,14,17RLN,2019-02-14 22:46:22
US-PAS,3469,14,17RML,2019-02-14 22:46:22
US-ONA,3469,14,17RML,2019-02-14 22:46:22
US-xDS,3469,14,17RMM,2019-02-14 22:46:22
US-KS3,3469,14,17RNM,2019-02-14 22:46:22
US-xSJ,3470,9,11SKB,2019-02-15 00:14:46
US-xSP,3470,9,11SKB,2019-02-15 00:14:46
US-xTE,3470,9,11SLB,2019-02-15 00:14:46
US-xSR,3470,12,12SWA,2019-02-15 00:17:22
US-Wkg,3470,12,12SWA,2019-02-15 00:17:22
US-MtB,3470,12,12SWA,2019-02-15 00:17:22
US-SRG,3470,12,12SWA,2019-02-15 00:17:22
US-Whs,3470,12,12SWA,2019-02-15 00:17:22
US-SRS,3470,12,12SWA,2019-02-15 00:17:22
US-SRM,3470,12,12SWA,2019-02-15 00:17:22
US-CMW,3470,12,12SWA,2019-02-15 00:17:22
US-xSB,3479,2,17RLN,2019-02-15 13:45:06
US-PAS,3479,2,17RML,2019-02-15 13:45:06
US-ONA,3479,2,17RML,2019-02-15 13:45:06
US-xDS,3479,2,17RMM,2019-02-15 13:45:06
US-KS3,3479,2,17RNM,2019-02-15 13:45:06
US-xAE,3480,6,14SME,2019-02-15 15:20:26
US-xCL,3480,6,14SPC,2019-02-15 15:20:26
US-ARM,3480,6,14SPF,2019-02-15 15:20:26
US-MOz,3480,8,15SWC,2019-02-15 15:22:10
US-UiB,3480,9,16TCK,2019-02-15 15:23:02
US-KM4,3480,10,16TFN,2019-02-15 15:23:54
CA-Cbo,3480,11,17TNK,2019-02-15 15:24:46
US-xSJ,3481,4,11SKB,2019-02-15 16:54:02
US-xSP,3481,4,11SKB,2019-02-15 16:54:02
US-xTE,3481,4,11SLB,2019-02-15 16:54:02
US-xNQ,3481,5,12TUK,2019-02-15 16:54:54
US-xNQ,3481,6,12TUK,2019-02-15 16:55:46
US-xNG,3481,9,14TLS,2019-02-15 16:58:22
US-xWD,3481,9,14TMT,2019-02-15 16:58:22
US-xDC,3481,9,14TMT,2019-02-15 16:58:22
US-xWR,3482,2,10TER,2019-02-15 18:31:05
US-xAB,3482,2,10TER,2019-02-15 18:31:05
US-CF1,3482,3,11TMM,2019-02-15 18:31:57
US-CF4,3482,3,11TMM,2019-02-15 18:31:57
US-CF2,3482,3,11TMM,2019-02-15 18:31:57
US-CF3,3482,3,11TMM,2019-02-15 18:31:57
CA-Cbo,3483,8,17TNK,2019-02-15 20:15:57
US-xHA,3483,10,18TYN,2019-02-15 20:17:41
US-Ha2,3483,10,18TYN,2019-02-15 20:17:41
US-HBK,3483,10,18TYP,2019-02-15 20:17:41
US-PHM,3483,10,19TCH,2019-02-15 20:17:41
US-Bar,3483,10,19TCJ,2019-02-15 20:17:41
US-xBR,3483,10,19TCJ,2019-02-15 20:17:41
US-xNG,3484,7,14TLS,2019-02-15 21:48:43
US-MOz,3484,10,15SWC,2019-02-15 21:51:19
US-UiB,3484,10,16TCK,2019-02-15 21:51:19
US-MMS,3484,11,16SEJ,2019-02-15 21:52:11
US-xRN,3484,12,16SGE,2019-02-15 21:53:03
US-xGR,3484,12,17SKV,2019-02-15 21:53:03
US-HB3,3484,13,17SPS,2019-02-15 21:53:54
US-HB2,3484,13,17SPS,2019-02-15 21:53:54
US-HB3,3484,14,17SPS,2019-02-15 21:54:46
US-HB2,3484,14,17SPS,2019-02-15 21:54:46
US-xWR,3485,2,10TER,2019-02-15 23:21:27
US-xAB,3485,2,10TER,2019-02-15 23:21:27
US-Me2,3485,3,10TFQ,2019-02-15 23:22:19
US-Me6,3485,3,10TFQ,2019-02-15 23:22:19
US-Rls,3485,4,11TNH,2019-02-15 23:23:11
US-Rwf,3485,4,11TNH,2019-02-15 23:23:11
US-Rws,3485,4,11TNH,2019-02-15 23:23:11
US-Rms,3485,4,11TNH,2019-02-15 23:23:11
US-xNQ,3485,5,12TUK,2019-02-15 23:24:03
US-xMB,3485,6,12SXH,2019-02-15 23:24:55
US-Seg,3485,7,13SCU,2019-02-15 23:25:47
US-Mpj,3485,7,13SCU,2019-02-15 23:25:47
US-Ses,3485,7,13SCU,2019-02-15 23:25:47
US-Vcp,3485,7,13SCV,2019-02-15 23:25:47
US-Vcs,3485,7,13SCV,2019-02-15 23:25:47
US-Vcm,3485,7,13SCV,2019-02-15 23:25:47
US-Jo2,3485,8,13SCS,2019-02-15 23:26:39
US-Jo1,3485,8,13SCS,2019-02-15 23:26:39
US-Wjs,3485,8,13SDU,2019-02-15 23:26:39
US-MMS,3495,10,16SEJ,2019-02-16 14:31:26
US-JRn,3495,11,17SND,2019-02-16 14:32:18
US-Mi1,3495,12,17TNG,2019-02-16 14:33:10
US-Mi3,3495,12,17TNG,2019-02-16 14:33:10
US-UC2,3495,12,17TQF,2019-02-16 14:33:10
US-UC1,3495,12,17TQF,2019-02-16 14:33:10
US-HBK,3495,14,18TYP,2019-02-16 14:34:54
US-Bar,3495,14,19TCJ,2019-02-16 14:34:54
US-xBR,3495,14,19TCJ,2019-02-16 14:34:54
US-Ho2,3495,14,19TEL,2019-02-16 14:34:54
US-Ho1,3495,14,19TEL,2019-02-16 14:34:54
US-xMB,3496,5,12SXH,2019-02-16 16:04:10
US-xNW,3496,6,13TDE,2019-02-16 16:05:02
US-NR3,3496,6,13TDE,2019-02-16 16:05:02
US-xRM,3496,6,13TDE,2019-02-16 16:05:02
US-NR4,3496,6,13TDE,2019-02-16 16:05:02
US-xCP,3496,6,13TEF,2019-02-16 16:05:02
US-xSL,3496,7,13TFE,2019-02-16 16:05:54
US-Ro4,3496,9,15TVK,2019-02-16 16:07:38
US-PFb,3496,10,15TYL,2019-02-16 16:08:30
US-PFg,3496,10,15TYL,2019-02-16 16:08:30
US-PFc,3496,10,15TYL,2019-02-16 16:08:30
US-xST,3496,10,15TYL,2019-02-16 16:08:30
US-PFd,3496,10,15TYL,2019-02-16 16:08:30
US-PFs,3496,10,15TYL,2019-02-16 16:08:30
US-PFm,3496,10,15TYL,2019-02-16 16:08:30
US-PFh,3496,10,15TYL,2019-02-16 16:08:30
US-PFr,3496,10,15TYL,2019-02-16 16:08:30
US-PFL,3496,10,15TYL,2019-02-16 16:08:30
US-xTR,3496,10,15TYL,2019-02-16 16:08:30
US-PFi,3496,10,15TYL,2019-02-16 16:08:30
US-PFq,3496,10,15TYL,2019-02-16 16:08:30
US-PFt,3496,10,15TYL,2019-02-16 16:08:30
US-PFj,3496,10,15TYL,2019-02-16 16:08:30
US-WCr,3496,10,15TYL,2019-02-16 16:08:30
US-PFp,3496,10,15TYL,2019-02-16 16:08:30
US-PFn,3496,10,15TYL,2019-02-16 16:08:30
US-PFk,3496,10,15TYL,2019-02-16 16:08:30
US-xUN,3496,10,15TYM,2019-02-16 16:08:30
US-TrB,3496,10,15TYM,2019-02-16 16:08:30
US-Los,3496,10,15TYM,2019-02-16 16:08:30
US-PFe,3496,10,15TYM,2019-02-16 16:08:30
US-TrS,3496,10,15TYM,2019-02-16 16:08:30
US-Syv,3496,10,15TYM,2019-02-16 16:08:30
US-xWR,3497,3,10TER,2019-02-16 17:39:29
US-xAB,3497,3,10TER,2019-02-16 17:39:29
US-Me2,3497,3,10TFQ,2019-02-16 17:39:29
US-Me6,3497,3,10TFQ,2019-02-16 17:39:29
US-CF1,3497,4,11TMM,2019-02-16 17:40:21
US-CF4,3497,4,11TMM,2019-02-16 17:40:21
US-CF2,3497,4,11TMM,2019-02-16 17:40:21
US-CF3,3497,4,11TMM,2019-02-16 17:40:21
US-HBK,3498,7,18TYP,2019-02-16 19:26:06
US-Bar,3498,7,19TCJ,2019-02-16 19:26:06
US-xBR,3498,7,19TCJ,2019-02-16 19:26:06
US-Ho2,3498,7,19TEL,2019-02-16 19:26:06
US-Ho1,3498,7,19TEL,2019-02-16 19:26:06
US-xNG,3499,4,14TLS,2019-02-16 20:57:07
US-xWD,3499,4,14TMT,2019-02-16 20:57:07
US-xDC,3499,4,14TMT,2019-02-16 20:57:07
US-Ro4,3499,6,15TVK,2019-02-16 20:58:51
US-DFC,3499,7,15TYJ,2019-02-16 20:59:42
US-CS5,3499,7,15TYJ,2019-02-16 20:59:42
US-CC2,3499,7,15TYJ,2019-02-16 20:59:42
US-DFK,3499,7,15TYJ,2019-02-16 20:59:42
US-CC1,3499,7,15TYJ,2019-02-16 20:59:42
US-MMS,3499,8,16SEJ,2019-02-16 21:00:34
US-KM4,3499,8,16TFN,2019-02-16 21:00:34
US-JRn,3499,9,17SND,2019-02-16 21:01:26
US-xML,3499,10,17SNB,2019-02-16 21:02:18
US-NC3,3499,11,18SUE,2019-02-16 21:03:10
US-NC2,3499,11,18SUE,2019-02-16 21:03:10
US-NC4,3499,11,18SVE,2019-02-16 21:03:10
US-xWR,3500,3,10TER,2019-02-16 22:30:43
US-xAB,3500,3,10TER,2019-02-16 22:30:43
US-CF1,3500,3,11TMM,2019-02-16 22:30:43
US-CF4,3500,3,11TMM,2019-02-16 22:30:43
US-CF2,3500,3,11TMM,2019-02-16 22:30:43
US-CF3,3500,3,11TMM,2019-02-16 22:30:43
US-Rls,3500,4,11TNH,2019-02-16 22:31:35
US-Rwf,3500,4,11TNH,2019-02-16 22:31:35
US-Rws,3500,4,11TNH,2019-02-16 22:31:35
US-Rms,3500,4,11TNH,2019-02-16 22:31:35
US-xNW,3500,7,13TDE,2019-02-16 22:34:11
US-NR3,3500,7,13TDE,2019-02-16 22:34:11
US-xRM,3500,7,13TDE,2019-02-16 22:34:11
US-NR4,3500,7,13TDE,2019-02-16 22:34:11
US-xCP,3500,7,13TEF,2019-02-16 22:34:11
US-xAE,3500,9,14SME,2019-02-16 22:35:55
US-xCL,3500,10,14SPC,2019-02-16 22:36:47
US-xLE,3510,8,16SCA,2019-02-17 13:38:07
US-xDL,3510,9,16SDB,2019-02-17 13:38:59
US-xTA,3510,9,16SDB,2019-02-17 13:38:59
US-xRN,3510,10,16SGE,2019-02-17 13:39:51
US-xGR,3510,10,17SKV,2019-02-17 13:39:51
US-xML,3510,11,17SNB,2019-02-17 13:40:43
US-xBL,3510,12,17SQD,2019-02-17 13:41:35
US-xSC,3510,12,17SQD,2019-02-17 13:41:35
US-UC2,3510,12,17TQF,2019-02-17 13:41:35
US-UC1,3510,12,17TQF,2019-02-17 13:41:35
US-xSE,3510,12,18SUJ,2019-02-17 13:41:35
US-xHA,3510,14,18TYN,2019-02-17 13:43:19
US-Ha2,3510,14,18TYN,2019-02-17 13:43:19
US-HBK,3510,14,18TYP,2019-02-17 13:43:19
US-PHM,3510,14,19TCH,2019-02-17 13:43:19
US-Bar,3510,14,19TCJ,2019-02-17 13:43:19
US-xBR,3510,14,19TCJ,2019-02-17 13:43:19
US-Ho2,3510,15,19TEL,2019-02-17 13:44:11
US-Ho1,3510,15,19TEL,2019-02-17 13:44:11
US-xSR,3511,2,12SWA,2019-02-17 15:11:42
US-Wkg,3511,2,12SWA,2019-02-17 15:11:42
US-MtB,3511,2,12SWA,2019-02-17 15:11:42
US-SRG,3511,2,12SWA,2019-02-17 15:11:42
US-Whs,3511,2,12SWA,2019-02-17 15:11:42
US-SRS,3511,2,12SWA,2019-02-17 15:11:42
US-SRM,3511,2,12SWA,2019-02-17 15:11:42
US-CMW,3511,2,12SWA,2019-02-17 15:11:42
US-xJR,3511,2,13SCS,2019-02-17 15:11:42
US-Jo2,3511,2,13SCS,2019-02-17 15:11:42
US-Jo1,3511,2,13SCS,2019-02-17 15:11:42
US-Seg,3511,3,13SCU,2019-02-17 15:12:34
US-Mpj,3511,3,13SCU,2019-02-17 15:12:34
US-Ses,3511,3,13SCU,2019-02-17 15:12:34
US-Vcp,3511,3,13SCV,2019-02-17 15:12:34
US-Vcs,3511,3,13SCV,2019-02-17 15:12:34
US-Vcm,3511,3,13SCV,2019-02-17 15:12:34
US-Wjs,3511,3,13SDU,2019-02-17 15:12:34
US-Ro4,3511,7,15TVK,2019-02-17 15:16:02
US-DFC,3511,8,15TYJ,2019-02-17 15:16:54
US-CS5,3511,8,15TYJ,2019-02-17 15:16:54
US-CC2,3511,8,15TYJ,2019-02-17 15:16:54
US-DFK,3511,8,15TYJ,2019-02-17 15:16:54
US-CC1,3511,8,15TYJ,2019-02-17 15:16:54
US-PFb,3511,8,15TYL,2019-02-17 15:16:54
US-PFg,3511,8,15TYL,2019-02-17 15:16:54
US-PFc,3511,8,15TYL,2019-02-17 15:16:54
US-xST,3511,8,15TYL,2019-02-17 15:16:54
US-PFd,3511,8,15TYL,2019-02-17 15:16:54
US-PFs,3511,8,15TYL,2019-02-17 15:16:54
US-PFm,3511,8,15TYL,2019-02-17 15:16:54
US-PFh,3511,8,15TYL,2019-02-17 15:16:54
US-PFr,3511,8,15TYL,2019-02-17 15:16:54
US-PFL,3511,8,15TYL,2019-02-17 15:16:54
US-xTR,3511,8,15TYL,2019-02-17 15:16:54
US-PFi,3511,8,15TYL,2019-02-17 15:16:54
US-PFq,3511,8,15TYL,2019-02-17 15:16:54
US-PFt,3511,8,15TYL,2019-02-17 15:16:54
US-PFj,3511,8,15TYL,2019-02-17 15:16:54
US-WCr,3511,8,15TYL,2019-02-17 15:16:54
US-PFp,3511,8,15TYL,2019-02-17 15:16:54
US-PFn,3511,8,15TYL,2019-02-17 15:16:54
US-PFk,3511,8,15TYL,2019-02-17 15:16:54
US-xUN,3511,8,15TYM,2019-02-17 15:16:54
US-TrB,3511,8,15TYM,2019-02-17 15:16:54
US-Los,3511,8,15TYM,2019-02-17 15:16:54
US-PFe,3511,8,15TYM,2019-02-17 15:16:54
US-TrS,3511,8,15TYM,2019-02-17 15:16:54
US-Syv,3511,8,15TYM,2019-02-17 15:16:54
US-UMd,3511,9,16TFR,2019-02-17 15:17:46
US-UMB,3511,9,16TFR,2019-02-17 15:17:46
US-Rls,3512,5,11TNH,2019-02-17 16:48:46
US-Rwf,3512,5,11TNH,2019-02-17 16:48:46
US-Rws,3512,5,11TNH,2019-02-17 16:48:46
US-Rms,3512,5,11TNH,2019-02-17 16:48:46
US-xYE,3512,6,12TWQ,2019-02-17 16:49:38
US-BMM,3512,7,12TWR,2019-02-17 16:50:30
US-Ho2,3513,12,19TEL,2019-02-17 18:34:30
US-Ho1,3513,12,19TEL,2019-02-17 18:34:30
US-xWD,3514,3,14TMT,2019-02-17 20:06:22
US-xDC,3514,3,14TMT,2019-02-17 20:06:22
US-PFb,3514,4,15TYL,2019-02-17 20:07:14
US-PFg,3514,4,15TYL,2019-02-17 20:07:14
US-PFc,3514,4,15TYL,2019-02-17 20:07:14
US-PFd,3514,4,15TYL,2019-02-17 20:07:14
US-PFs,3514,4,15TYL,2019-02-17 20:07:14
US-PFm,3514,4,15TYL,2019-02-17 20:07:14
US-PFh,3514,4,15TYL,2019-02-17 20:07:14
US-PFr,3514,4,15TYL,2019-02-17 20:07:14
US-PFL,3514,4,15TYL,2019-02-17 20:07:14
US-PFi,3514,4,15TYL,2019-02-17 20:07:14
US-PFq,3514,4,15TYL,2019-02-17 20:07:14
US-PFt,3514,4,15TYL,2019-02-17 20:07:14
US-PFj,3514,4,15TYL,2019-02-17 20:07:14
US-WCr,3514,4,15TYL,2019-02-17 20:07:14
US-PFp,3514,4,15TYL,2019-02-17 20:07:14
US-PFn,3514,4,15TYL,2019-02-17 20:07:14
US-PFk,3514,4,15TYL,2019-02-17 20:07:14
US-Los,3514,4,15TYM,2019-02-17 20:07:14
US-PFe,3514,4,15TYM,2019-02-17 20:07:14
